JrId,JournalTitle,MedAbbr,ISSN (Print),ISSN (Online),IsoAbbr,NlmId
37801,Internet mathematics,Internet Math,1542-7951,1944-9488,Internet Math,101532956
37802,The open enzyme inhibition journal,Open Enzym Inhib J,,1874-9402,Open Enzym Inhib J,101532961
37803,Oncotarget,Oncotarget,,1949-2553,Oncotarget,101532965
37804,Statistics,Statistics (Ber),0233-1888,1029-4910,Statistics (Ber),101533102
37805,Biomarkers in cancer,Biomark Cancer,,1179-299X,Biomark Cancer,101533144
37806,Journal of psychophysiology,J Psychophysiol,0269-8803,2151-2124,J Psychophysiol,8806593
37807,Reading psychology,Read Psychol,0270-2711,1521-0685,Read Psychol,9882391
37808,Le praticien en anesthesie reanimation,Prat Anesth Reanim,1279-7960,,Prat Anesth Reanim,101141506
37809,Revista peruana de medicina experimental y salud publica,Rev Peru Med Exp Salud Publica,1726-4634,1726-4642,Rev Peru Med Exp Salud Publica,101227566
37810,Journal of the Mass Spectrometry Society of Japan,J Mass Spectrom Soc Jpn,1340-8097,1880-4225,J Mass Spectrom Soc Jpn,101295601
37811,Journal of breath research,J Breath Res,1752-7155,1752-7163,J Breath Res,101463871
37812,Respiratory medicine CME,Respir Med CME,,1755-0017,Respir Med CME,101501639
37813,Lower urinary tract symptoms,Low Urin Tract Symptoms,1757-5664,1757-5672,Low Urin Tract Symptoms,101506777
37814,mBio,mBio,,2150-7511,mBio,101519231
37815,Journal of intelligent information systems,J Intell Inf Syst,0925-9902,1573-7675,J Intell Inf Syst,101529504
37816,Journal of physics. Conference series,J Phys Conf Ser,1742-6588,1742-6596,J Phys Conf Ser,101529516
37817,Journal of the Mississippi Academy of Sciences. Mississippi Academy of Sciences,J Miss Acad Sci,0076-9436,,J Miss Acad Sci,101529526
37818,Learned publishing,Learn Publ,0953-1513,1741-4857,Learn Publ,101529532
37819,Sankhya. Series A. (2008),Sankhya Ser A,0976-836X,0972-7671,Sankhya Ser A,101529928
37820,"Science in China. Series A, Mathematics",Sci China Ser A Math,2095-0535,,Sci China Ser A Math,101529931
37821,IEICE transactions on information and systems,IEICE Trans Inf Syst,0916-8532,1745-1361,IEICE Trans Inf Syst,101530198
37822,International journal of autonomous and adaptive communications systems,Int J Auton Adapt Commun Syst,1754-8632,1754-8640,Int J Auton Adapt Commun Syst,101530204
37824,International journal of inorganic chemistry,Int J Inorg Chem,2090-2026,2090-2034,Int J Inorg Chem,101530224
37825,Electronic international journal of time use research,Electron Int J Time Use Res,,1860-9937,Electron Int J Time Use Res,101530228
37826,Journal of computer science and technology,J Comput Sci Technol,1000-9000,1860-4749,J Comput Sci Technol,101530317
37827,Journal of cognition and culture,J Cogn Cult,1567-7095,,J Cogn Cult,101530311
37828,Journal of experimental pharmacology,J Exp Pharmacol,,1179-1454,J Exp Pharmacol,101530345
37829,Journal of development effectiveness,J Dev Effect,1943-9342,1943-9407,J Dev Effect,101530325
37830,Materials chemistry and physics,Mater Chem Phys,0254-0584,,Mater Chem Phys,101530424
37831,Neurobehavioral HIV medicine,Neurobehav HIV Med,,1179-1497,Neurobehav HIV Med,101530425
37832,Open glycoscience,Open Glycosci,,1875-3981,Open Glycosci,101530458
37833,Proceedings in applied mathematics and mechanics,Proc Appl Math Mech,1617-7061,,Proc Appl Math Mech,101530533
37834,Pathology and laboratory medicine international,Pathol Lab Med Int,,1179-2698,Pathol Lab Med Int,101530479
37835,Journal of biomedical semantics,J Biomed Semantics,,2041-1480,J Biomed Semantics,101531992
37837,Australian journal of primary health,Aust J Prim Health,1448-7527,1836-7399,Aust J Prim Health,101123037
37838,Biofabrication,Biofabrication,1758-5082,1758-5090,Biofabrication,101521964
37839,European respiratory review,Eur Respir Rev,0905-9180,1600-0617,Eur Respir Rev,9111391
37840,Report on carcinogens background document for [substance name],Rep Carcinog Backgr Doc,2151-7746,2151-3805,Rep Carcinog Backgr Doc,101519901
37841,International journal of evidence-based healthcare,Int J Evid Based Healthc,1744-1595,1744-1609,Int J Evid Based Healthc,101247063
37842,International journal of older people nursing,Int J Older People Nurs,1748-3735,1748-3743,Int J Older People Nurs,101267281
37843,International journal of oral science,Int J Oral Sci,1674-2818,2049-3169,Int J Oral Sci,101504351
37844,Journal of acupuncture and meridian studies,J Acupunct Meridian Stud,2005-2901,2093-8152,J Acupunct Meridian Stud,101490763
37845,Journal of applied biomaterials & biomechanics,J Appl Biomater Biomech,1722-6899,1724-6024,J Appl Biomater Biomech,101180437
37846,Journal of Nepal Health Research Council,J Nepal Health Res Counc,1727-5482,1999-6217,J Nepal Health Res Counc,101292936
37847,Journal of primary health care,J Prim Health Care,1172-6164,1172-6156,J Prim Health Care,101524060
37848,Nanoscale,Nanoscale,2040-3364,2040-3372,Nanoscale,101525249
37849,"Neurosciences (Riyadh, Saudi Arabia)",Neurosciences (Riyadh),1319-6138,,Neurosciences (Riyadh),101252453
37850,"Recent patents on food, nutrition & agriculture",Recent Pat Food Nutr Agric,2212-7984,1876-1429,Recent Pat Food Nutr Agric,101526178
37851,Revista brasileira de epidemiologia = Brazilian journal of epidemiology,Rev Bras Epidemiol,1415-790X,1980-5497,Rev Bras Epidemiol,100954576
37852,Evolutionary psychology,Evol Psychol,,1474-7049,Evol Psychol,101219668
37853,Biogeosciences (Online),Biogeosciences,1726-4170,1726-4189,Biogeosciences,101233311
37859,The Permanente journal,Perm J,1552-5767,1552-5775,Perm J,9800474
37860,The Journal of clinical and aesthetic dermatology,J Clin Aesthet Dermatol,1941-2789,2689-9175,J Clin Aesthet Dermatol,101518173
37861,Journal of parasitology research,J Parasitol Res,2090-0023,2090-0031,J Parasitol Res,101526294
37862,Journal of obesity,J Obes,2090-0708,2090-0716,J Obes,101526295
37863,International journal of peptides,Int J Pept,1687-9767,1687-9775,Int J Pept,101526297
37864,Journal of nutrition and metabolism,J Nutr Metab,2090-0724,2090-0732,J Nutr Metab,101526296
37865,Journal of pathology informatics,J Pathol Inform,2229-5089,2153-3539,J Pathol Inform,101528849
37866,Stroke research and treatment,Stroke Res Treat,2090-8105,2042-0056,Stroke Res Treat,101529024
37867,Clinical and experimental gastroenterology,Clin Exp Gastroenterol,,1178-7023,Clin Exp Gastroenterol,101532800
37868,Journal of nucleic acids,J Nucleic Acids,2090-0201,2090-021X,J Nucleic Acids,101533042
37869,Anesthesiology research and practice,Anesthesiol Res Pract,1687-6962,1687-6970,Anesthesiol Res Pract,101532982
37870,Genome integrity,Genome Integr,,2041-9414,Genome Integr,101534214
37871,Molecular autism,Mol Autism,,2040-2392,Mol Autism,101534222
37872,International journal of trichology,Int J Trichology,0974-7753,0974-9241,Int J Trichology,101534370
37873,Surgical neurology international,Surg Neurol Int,2229-5097,2152-7806,Surg Neurol Int,101535836
37874,Journal of population therapeutics and clinical pharmacology = Journal de la therapeutique des populations et de la pharmacologie clinique,J Popul Ther Clin Pharmacol,,2561-8741,J Popul Ther Clin Pharmacol,101530023
37876,Journal watch. AIDS clinical care,J Watch AIDS Clin Care,,,J Watch AIDS Clin Care,101536393
37878,Journal of plant nutrition and soil science = Zeitschrift fur Pflanzenernahrung und Bodenkunde,J Plant Nutr Soil Sci (1999),1436-8730,1522-2624,J Plant Nutr Soil Sci (1999),101536480
37880,Indian journal of nuclear medicine,Indian J Nucl Med,0972-3919,0974-0244,Indian J Nucl Med,8901274
37881,International journal of yoga,Int J Yoga,0973-6131,2231-2714,Int J Yoga,101313247
37882,Urology annals,Urol Ann,0974-7796,0974-7834,Urol Ann,101510823
37883,BMJ case reports,BMJ Case Rep,,1757-790X,BMJ Case Rep,101526291
37884,Journal of allergy,J Allergy (Cairo),1687-9783,1687-9791,J Allergy (Cairo),101535174
37885,Journal of Cancer,J Cancer,,1837-9664,J Cancer,101535920
37886,JRSM short reports,JRSM Short Rep,,2042-5333,JRSM Short Rep,101536254
37889,Romanian biotechnological letters,Rom Biotechnol Lett,1224-5984,2248-3942,Rom Biotechnol Lett,101537003
37890,Journal of infection and public health,J Infect Public Health,1876-0341,1876-035X,J Infect Public Health,101487384
37891,African research & documentation,Afr Res Doc,0305-862X,,Afr Res Doc,7809601
37892,The Accounting historians journal,Account Hist J,0148-4184,,Account Hist J,101530801
37893,Arbeiderhistorie,Arbeiderhistorie,0801-7778,,Arbeiderhistorie,101530812
37894,American Baptist quarterly,Am Baptist Q,0745-3698,,Am Baptist Q,101530803
37895,Arbejderhistorie (1995),Arbejderhistorie,0107-8461,,Arbejderhistorie,101530816
37900,Contemporary British history,Contemp Br Hist,1361-9462,1743-7997,Contemp Br Hist,101533364
37901,Critical Asian studies,Crit Asian Stud,1467-2715,1472-6033,Crit Asian Stud,101533367
37902,Cuadernos de historia contemporanea,Cuad Hist Contemp,0214-400X,1988-2734,Cuad Hist Contemp,101533678
37903,East Asian history,East Asian Hist (Canberra),1036-6008,,East Asian Hist (Canberra),101533685
37904,The electronic journal of Australian and New Zealand history,Electron J Aust N Z Hist,,1324-2342,Electron J Aust N Z Hist,101533742
37905,Entreprises et histoire,Entrep Hist,1161-2770,2100-9864,Entrep Hist,101533743
37906,European review of history = Revue europeene d'histoire,Eur Rev Hist,1350-7486,1469-8293,Eur Rev Hist,101533744
37907,The European sports history review,Eur Sport Hist Rev,1462-1495,,Eur Sport Hist Rev,101533745
37908,Feit & fictie,Feit Fict,0929-2411,,Feit Fict,101533746
37909,Gavroche,Gavroche (Evreux),0242-9705,,Gavroche (Evreux),101533747
37911,Historical geography,Hist Geogr,1091-6458,,Hist Geogr,101533790
37912,Historias,Historias (Mex),0187-6686,,Historias (Mex),101533797
37913,"History now (Christchurch, N.Z.)",Hist Now (Christch),1173-3438,,Hist Now (Christch),101533820
37915,"Human affairs (Bratislava, Slovakia)",Hum Affairs (Bratisl),1210-3055,1337-401X,Hum Affairs (Bratisl),101533835
37917,"Istoricheskii arkhiv (Moscow, Russia",Istor Arh (Mosk 1992),0869-6322,,Istor Arh (Mosk 1992),101533838
37918,Journal of modern Italian studies,J Mod Ital Stud,1354-571X,1469-9583,J Mod Ital Stud,101533915
37920,Mains'l haul,Mainsl Haul,1540-3386,,Mainsl Haul,101533940
37921,The Log of Mystic seaport,Log Mystic Seapt,0024-5828,,Log Mystic Seapt,101533935
37922,Media history,Media Hist,1368-8804,1469-9729,Media Hist,101533944
37923,Modern & contemporary France,Mod Contemp Fr,0963-9489,1469-9869,Mod Contemp Fr,101534063
37924,Osterreich in Geschichte und Literatur mit Geographie,Osterr Gesch Lit Geogr,1013-9966,,Osterr Gesch Lit Geogr,101534092
37925,"Past imperfect (Edmonton, Alta.)",Past Imperfect,1192-1315,,Past Imperfect,101534095
37926,Periplus,Periplus,0941-6218,,Periplus,101535488
37927,Planning history,Plann Hist,0959-5805,,Plann Hist,101535491
37928,Prispevki za novejso zgodovino,Prispev Novejso Zgod,0353-0329,,Prispev Novejso Zgod,101535495
37929,Revue d'histoire du theatre,Rev Hist Theatre,1291-2530,,Rev Hist Theatre,101535504
37931,Sino-Western cultural relations journal = Zhong Xi wen hua jiao liu shi za zhi,Sino West Cult Relat J,1041-875X,,Sino West Cult Relat J,101535524
37932,"Shofar (West Lafayette, Ind.)",Shofar (West Lafayette Indiana),0882-8539,1534-5165,Shofar (West Lafayette Indiana),101535523
37933,Sozialwissenschaftliche Informationen,Soz Wiss Inf,0932-3244,,Soz Wiss Inf,101535526
37934,The sports historian,Sports Hist,1351-5462,,Sports Hist,101535535
37935,Studies in Latin American popular culture,Stud Lat Am Pop Cult,0730-9139,,Stud Lat Am Pop Cult,101535566
37937,Studies in Nepali history and society,Stud Nepali Hist Soc,1025-5109,,Stud Nepali Hist Soc,101535580
37938,Studies in the decorative arts,Stud Decor Arts,1069-8825,,Stud Decor Arts,101535581
37939,Textile history,Text Hist,0040-4969,1743-2952,Text Hist,101535583
37941,Victorian literature and culture,Vic Lit Cult,1060-1503,1470-1553,Vic Lit Cult,101535593
37943,Zbornik Odsjeka za povijesne znanosti Zavoda za povijesne i drustvene znanosti Hrvatske akademije znanosti i umjetnosti,Zb Odsjeka Povij Znan Zovoda Povij Drus Znan Hrvat Akad Znan Umjet,1330-7134,,Zb Odsjeka Povij Znan Zovoda Povij Drus Znan Hrvat Akad Znan Umjet,101535607
37944,Zbornik Matice srpske za istoriju,Zb Matice Srp Istor,0352-5716,,Zb Matice Srp Istor,101535603
37946,Russian studies in history,Russ Stud Hist,1061-1983,1558-0881,Russ Stud Hist,101535640
37949,Procesos historicos,Process Hist,,1690-4818,Process Hist,101535966
37950,Journal of food science and technology,J Food Sci Technol,0022-1155,0975-8402,J Food Sci Technol,0056471
37951,Indian journal of thoracic and cardiovascular surgery,Indian J Thorac Cardiovasc Surg,0970-9134,0973-7723,Indian J Thorac Cardiovasc Surg,8700105
37952,Indian journal of otolaryngology and head and neck surgery,Indian J Otolaryngol Head Neck Surg,2231-3796,0973-7707,Indian J Otolaryngol Head Neck Surg,9422551
37953,Indian journal of hematology & blood transfusion,Indian J Hematol Blood Transfus,0971-4502,0974-0449,Indian J Hematol Blood Transfus,9425818
37954,Journal of parasitic diseases,J Parasit Dis,0971-7196,0975-0703,J Parasit Dis,9713059
37955,Journal of hand and microsurgery,J Hand Microsurg,0974-3227,0974-6897,J Hand Microsurg,101498171
37956,Cell death & disease,Cell Death Dis,,2041-4889,Cell Death Dis,101524092
37957,Enzyme research,Enzyme Res,2090-0406,2090-0414,Enzyme Res,101536666
37958,Journal of thyroid research,J Thyroid Res,2090-8067,2042-0072,J Thyroid Res,101536655
37961,In vitro toxicology,In Vitro Toxicol,0888-319X,,In Vitro Toxicol,8712257
37963,Trends in evolutionary biology,Trends Evol Biol,2036-2641,2036-265X,Trends Evol Biol,101538122
37966,Aerztlicher Feldpostbrief,Aerztlicher Feldpostbrief,,,Aerztlicher Feldpostbrief,0000304
37967,"Anales de medicina. Ateneo Ramon y Cajal, Mexico",An Med Ateneo Ramon Cajal Mex,,,An Med Ateneo Ramon Cajal Mex,0000745
37968,Actualidad medica peruana,Actual Med Peru,1017-9666,,Actual Med Peru,0370402
37969,Anales de la Catedra de Patologia y Clinica de la Tuberculosis,An Catedra Patol Clin Tuberc,0301-8911,,An Catedra Patol Clin Tuberc,0412664
37970,Anales del Instituto de Biologia,An Inst Bio,,,An Inst Bio,1246172
37971,"Anales. Real Academia de Ciencias Medicas, Fisicas y Naturales de La Habana",An Acad Cienc Medicas Fisicas Nat Habana,,,An Acad Cienc Medicas Fisicas Nat Habana,14490060R
37972,Accion sindical. Numero cientifico,Num Cient Accion Sind,0255-6405,,Num Cient Accion Sind,14520250R
37973,Actas Ciba,Actas Ciba (Rio J),,,Actas Ciba (Rio J),14620070R
37974,Anadolu klinigi,Anadolu Klinigi,2149-5254,2458-8849,Anadolu Klinigi,14920030R
37975,Anales de cirugia,An Cir (B Aires),,,An Cir (B Aires),14920240R
37976,Anales. Universidad Nacional de Asuncion. Facultad de Ciencias Medicas,An Univ Nac Asuncion,1816-8949,2313-2841,An Univ Nac Asuncion,15340670R
37977,Anales. Universidad Nacional Mayor de San Marcos. Facultad de Farmacia y Bioquimica,An Lima,,,An Lima,18330610R
37978,Anales. Universidad de Nuevo Leon. Instituto de Investigaciones Cientificas,An Nuevo Leon Mex,0365-3072,,An Nuevo Leon Mex,19230090R
37979,Anales. Sociedad Medico-Quirurgica del Guayas,An Soc Med Quir Guayas,,,An Soc Med Quir Guayas,20820200R
37980,The air surgeon's bulletin,Air Surg Bull,0743-8885,,Air Surg Bull,22410590R
37982,The Bengal public health journal,Bengal Public Health J,0365-9852,,Bengal Public Health J,0003102
37983,Bahia medica,Bahia Med,,,Bahia Med,0112506
37984,Archivos. Sociedad de Biologia de Montevideo,Arch Soc Biol Montev,0365-6519,,Arch Soc Biol Montev,0372626
37985,Soap and sanitary chemicals. Blue book and catalog ed,Soap Sanit Chem Blue Book Cat Ed,,,Soap Sanit Chem Blue Book Cat Ed,1300321
37986,Annales de l'Institut d'hydrologie et de climatologie,Ann Inst Hydrol Climatol,0301-8601,,Ann Inst Hydrol Climatol,7502517
37987,Archivos de neurologia y psiquiatria de Mexico,Arch Neurol Psiquiatr Mex,,,Arch Neurol Psiquiatr Mex,9429798
37990,Askeri veteriner mecmuasi,Ask Vet Mecm,,,Ask Vet Mecm,101535453
37991,Analecta medica,Analecta Med,,,Analecta Med,14920120R
37992,Arquivos da policia civil de Sao Paulo,Arq Polic Civ Sao Paul,1808-3358,,Arq Polic Civ Sao Paul,15310530R
